word	score
278	4
279	4
280	4
281	4
282	4
283	4
284	4
285	4
286	4
287	4
288	4
289	4
290	4
291	4
292	4
293	4
294	4
295	4
296	4
297	4
298	4
299	4
300	4
301	4
302	4
303	4
304	4
305	4
306	4
307	4
308	4
309	4
310	4
311	4
312	4
313	4
314	4
315	4
316	4
317	4
318	4
319	4
320	4
321	4
322	4
323	4
324	4
325	4
326	4
327	4
328	4
329	4
330	4
331	4
332	4
333	4
334	4
335	4
336	4
337	4
338	4
339	4
340	4
341	4
342	4
343	4
344	4
345	4
346	4
347	4
348	4
349	3
350	3
351	3
352	3
353	3
354	3
355	3
356	3
357	3
358	3
359	3
360	3
361	3
362	3
363	3
364	3
365	3
366	3
367	3
368	3
369	3
370	3
371	3
372	3
373	3
374	3
375	3
376	3
377	3
378	3
379	3
380	3
381	3
382	3
383	3
384	3
385	3
386	3
387	3
388	3
389	3
390	3
391	3
392	3
393	3
394	3
395	3
396	3
397	3
398	3
399	3
400	3
401	3
402	3
403	3
404	3
405	3
406	3
407	3
408	3
409	3
410	3
411	3
412	3
413	3
414	3
415	3
416	3
417	2
418	2
419	2
420	2
421	2
422	2
423	2
424	2
425	2
426	2
427	2
428	2
429	2
430	2
431	2
432	2
433	2
434	2
435	2
436	2
437	2
438	2
439	2
440	2
441	2
442	2
443	3
444	3
445	3
446	3
447	3
448	3
449	2
450	2
451	2
452	2
453	3
454	3
455	3
456	3
457	3
458	3
459	3
460	3
461	3
462	3
463	3
464	3
465	3
466	4
467	4
468	4
469	4
470	4
471	4
472	4
473	4
474	4
475	4
476	5
477	5
478	5
479	5
480	5
481	5
482	4
483	4
484	5
485	5
486	5
487	5
488	5
489	5
490	4
491	4
492	4
493	4
494	4
495	4
496	4
497	4
498	4
499	4
500	5
501	5
502	5
503	5
504	5
505	5
506	5
507	5
508	5
509	5
510	5
511	5
512	5
513	5
514	5
515	5
516	5
517	5
518	5
519	5
520	5
521	5
522	5
523	4
524	4
525	4
526	4
527	5
528	5
529	5
530	5
531	5
532	5
533	5
534	5
535	5
536	5
537	5
538	5
539	4
540	4
541	4
542	4
543	4
544	4
545	4
546	4
547	4
548	4
549	4
550	4
551	4
552	4
553	4
554	4
555	4
556	4
557	4
558	4
559	4
560	4
561	4
562	4
563	4
564	4
565	4
566	4
567	4
568	4
569	4
570	4
571	4
572	4
573	4
574	4
575	4
576	4
577	4
578	4
579	4
580	4
581	4
582	4
583	4
584	4
585	3
586	3
587	3
588	3
589	3
590	3
591	3
592	3
593	3
594	3
595	3
596	3
597	3
598	3
599	3
600	3
601	3
602	3
603	3
604	3
605	3
606	3
607	3
608	3
609	3
610	3
611	3
612	3
613	3
614	3
615	4
616	4
617	5
618	5
619	5
620	5
621	5
622	5
623	5
624	5
625	5
626	5
627	5
628	6
629	6
630	6
631	6
632	6
633	6
634	6
635	6
636	7
637	7
638	7
639	7
640	7
641	7
642	7
643	7
644	7
645	7
646	7
647	7
648	7
649	7
650	7
651	7
652	7
653	7
654	7
655	7
656	7
657	7
658	6
659	6
660	6
661	6
662	6
663	6
664	6
665	6
666	6
667	5
668	5
669	5
670	5
671	5
672	5
673	5
674	5
675	5
676	5
677	5
678	5
679	5
680	4
681	4
682	4
683	4
684	4
685	4
686	4
687	4
688	4
689	4
690	4
691	3
692	3
693	3
694	3
695	3
696	3
697	3
698	3
699	3
700	3
701	3
702	3
703	3
704	3
705	3
706	3
707	3
708	3
709	3
710	3
711	4
712	4
713	4
714	4
715	4
716	4
717	4
718	4
719	4
720	4
721	4
722	4
723	4
724	4
725	4
726	4
727	4
728	4
729	4
730	3
731	3
732	3
733	3
734	3
735	3
736	3
737	3
738	3
739	3
740	3
741	3
742	3
743	3
744	3
745	3
746	3
747	3
748	3
749	3
750	3
751	2
752	2
753	2
754	2
755	2
756	2
757	2
758	2
759	2
760	2
761	2
762	2
763	2
764	2
765	2
766	2
767	2
768	2
769	2
770	2
771	2
772	2
773	2
774	2
775	2
776	2
777	2
778	2
779	2
780	2
781	2
782	2
783	2
784	2
785	2
786	2
787	2
788	2
789	2
790	2
791	1
792	1
793	1
794	1
795	1
796	1
797	1
798	1
799	1
800	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	1
810	1
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	0
836	0
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	-1
875	-1
876	-1
877	-1
878	-1
879	-1
880	-1
881	0
882	0
883	0
884	0
885	0
886	0
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	0
898	0
899	0
900	0
901	0
902	0
903	0
904	0
905	0
906	0
907	1
908	1
909	1
910	1
911	1
912	1
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	0
923	0
924	0
925	0
926	0
927	0
928	0
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	0
951	0
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	1
963	1
964	1
965	1
966	1
967	1
968	1
969	1
970	1
971	1
972	1
973	1
974	1
975	1
976	1
977	1
978	1
979	1
980	1
981	1
982	1
983	1
984	1
985	1
986	1
987	1
988	1
989	1
990	1
991	1
992	1
993	1
994	1
995	1
996	1
997	1
998	1
999	1
1000	0
1001	0
1002	0
1003	0
1004	0
1005	1
1006	1
1007	2
1008	2
1009	2
1010	2
1011	2
1012	2
1013	2
1014	3
1015	3
1016	4
1017	4
1018	4
1019	4
1020	4
1021	4
1022	4
1023	4
1024	4
1025	4
1026	4
1027	4
1028	4
1029	4
1030	4
1031	4
1032	4
1033	4
1034	4
1035	4
1036	4
1037	4
1038	4
1039	4
1040	4
1041	4
1042	4
1043	4
1044	4
1045	4
1046	4
1047	4
1048	4
1049	4
1050	4
1051	4
1052	4
1053	4
1054	4
1055	4
1056	4
1057	4
1058	4
1059	4
1060	4
1061	4
1062	4
1063	5
1064	5
1065	5
1066	5
1067	5
1068	5
1069	5
1070	5
1071	5
1072	5
1073	5
1074	5
1075	6
1076	6
1077	6
1078	6
1079	6
1080	6
1081	6
1082	6
1083	6
1084	6
1085	6
1086	6
1087	6
1088	5
1089	5
1090	5
1091	5
1092	5
1093	5
1094	5
1095	5
1096	5
1097	5
1098	5
1099	5
1100	5
1101	5
1102	5
1103	5
1104	5
1105	5
1106	5
1107	5
1108	5
1109	5
1110	5
1111	5
1112	5
1113	5
1114	5
1115	5
1116	5
1117	5
1118	5
1119	5
1120	5
1121	5
1122	5
1123	5
1124	5
1125	5
1126	5
1127	5
1128	5
1129	5
1130	5
1131	5
1132	5
1133	6
1134	6
1135	6
1136	6
1137	6
1138	6
1139	6
1140	6
1141	6
1142	6
1143	6
1144	6
1145	6
1146	6
1147	6
1148	6
1149	6
1150	5
1151	5
1152	5
1153	5
1154	5
1155	5
1156	5
1157	5
1158	5
1159	5
1160	5
1161	5
1162	5
1163	5
1164	5
1165	5
1166	5
1167	5
1168	5
1169	5
1170	5
1171	5
1172	5
1173	5
1174	5
1175	6
1176	6
1177	6
1178	6
1179	6
1180	6
1181	6
1182	6
1183	6
1184	6
1185	6
1186	7
1187	7
1188	7
1189	8
1190	8
1191	8
1192	8
1193	8
1194	8
1195	8
1196	8
1197	8
1198	8
1199	9
1200	9
1201	9
1202	9
1203	9
1204	9
1205	9
1206	9
1207	10
1208	10
1209	10
1210	10
1211	10
1212	10
1213	10
1214	10
1215	10
1216	10
1217	10
1218	10
1219	10
1220	10
1221	10
1222	10
1223	10
1224	10
1225	10
1226	10
1227	10
1228	10
1229	10
1230	10
1231	10
1232	10
1233	10
1234	10
1235	10
1236	10
1237	10
1238	10
1239	10
1240	10
1241	10
1242	10
1243	10
1244	10
1245	10
1246	9
1247	9
1248	9
1249	9
1250	9
1251	9
1252	9
1253	9
1254	9
1255	9
1256	9
1257	9
1258	9
1259	9
1260	9
1261	9
1262	9
1263	9
1264	8
1265	8
1266	8
1267	8
1268	8
1269	8
1270	8
1271	8
1272	8
1273	8
1274	8
1275	8
1276	8
1277	8
1278	8
1279	8
1280	8
1281	8
1282	8
1283	8
1284	8
1285	8
1286	8
1287	8
1288	8
1289	8
1290	8
1291	8
1292	8
1293	8
1294	8
1295	8
1296	8
1297	8
1298	8
1299	8
1300	8
1301	8
1302	7
1303	7
1304	7
1305	7
1306	7
1307	7
1308	8
1309	8
1310	8
1311	8
1312	8
1313	8
1314	8
1315	8
1316	8
1317	8
1318	8
1319	8
1320	8
1321	8
1322	9
1323	9
1324	9
1325	9
1326	9
1327	9
1328	9
1329	8
1330	8
1331	8
1332	8
1333	8
1334	8
1335	8
1336	8
1337	8
1338	8
1339	8
1340	8
1341	8
1342	8
1343	8
1344	8
1345	8
1346	8
1347	8
1348	8
1349	8
1350	9
1351	9
1352	8
1353	8
1354	8
1355	8
1356	8
1357	8
1358	8
1359	8
1360	8
1361	8
1362	8
1363	8
1364	8
1365	8
1366	8
1367	8
1368	8
1369	8
1370	8
1371	8
1372	8
1373	8
1374	8
1375	8
1376	7
1377	7
1378	6
1379	6
1380	6
1381	6
1382	6
1383	6
1384	6
1385	6
1386	6
1387	6
1388	6
1389	6
1390	6
1391	5
1392	5
1393	5
1394	5
1395	5
1396	5
1397	5
1398	5
1399	5
1400	5
1401	5
1402	5
1403	5
1404	5
1405	5
1406	5
1407	5
1408	5
1409	5
1410	5
1411	4
1412	4
1413	4
1414	4
1415	4
1416	4
1417	4
1418	4
1419	4
1420	4
1421	4
1422	5
1423	5
1424	5
1425	5
1426	6
1427	6
1428	6
1429	6
1430	6
1431	6
1432	6
1433	6
1434	6
1435	6
1436	6
1437	6
1438	6
1439	6
1440	6
1441	6
1442	6
1443	6
1444	6
1445	6
1446	6
1447	6
1448	6
1449	6
1450	6
1451	6
1452	6
1453	6
1454	6
1455	6
1456	7
1457	7
1458	7
1459	7
1460	7
1461	7
1462	7
1463	7
1464	7
1465	7
1466	7
1467	7
1468	7
1469	7
1470	7
1471	7
1472	7
1473	7
1474	7
1475	7
1476	7
1477	7
1478	7
1479	7
1480	7
1481	7
1482	7
1483	7
1484	7
1485	7
1486	7
1487	6
1488	6
1489	6
1490	6
1491	6
1492	6
1493	6
1494	6
1495	6
1496	6
1497	6
1498	6
1499	6
1500	6
1501	6
1502	6
1503	6
1504	6
1505	6
1506	6
1507	7
1508	7
1509	7
1510	7
1511	7
1512	7
1513	7
1514	7
1515	7
1516	7
1517	7
1518	7
1519	7
1520	7
1521	7
1522	7
1523	7
1524	7
1525	7
1526	7
1527	7
1528	7
1529	7
1530	7
1531	7
1532	7
1533	7
1534	7
1535	7
1536	7
1537	7
1538	7
1539	7
1540	7
1541	7
1542	7
1543	7
1544	7
1545	7
1546	7
1547	7
1548	7
1549	7
1550	7
1551	7
1552	7
1553	7
1554	7
1555	7
1556	7
1557	7
1558	7
1559	8
1560	8
1561	8
1562	8
1563	8
1564	8
1565	8
1566	8
1567	8
1568	8
1569	8
1570	8
1571	8
1572	8
1573	8
1574	8
1575	8
1576	8
1577	8
1578	8
1579	8
1580	8
1581	8
1582	8
1583	8
1584	8
1585	8
1586	8
1587	8
1588	8
1589	8
1590	8
1591	8
1592	8
1593	8
1594	8
1595	8
1596	8
1597	8
1598	8
1599	8
1600	8
1601	8
1602	9
1603	9
1604	9
1605	9
1606	9
1607	9
1608	9
1609	9
1610	9
1611	9
1612	9
1613	10
1614	10
1615	10
1616	10
1617	10
1618	10
1619	10
1620	10
1621	10
1622	10
1623	10
1624	10
1625	10
1626	10
1627	10
1628	10
1629	10
1630	10
1631	10
1632	10
1633	10
1634	10
1635	10
1636	10
1637	10
1638	10
1639	10
1640	10
1641	10
1642	10
1643	10
1644	10
1645	10
1646	10
1647	10
1648	10
1649	10
1650	10
1651	10
1652	10
1653	10
1654	10
1655	10
1656	10
1657	10
1658	10
1659	10
1660	10
1661	10
1662	10
1663	10
1664	10
1665	10
1666	9
1667	9
1668	9
1669	9
1670	9
1671	9
1672	9
1673	9
1674	9
1675	9
1676	9
1677	9
1678	9
1679	9
1680	9
1681	9
1682	9
1683	9
1684	9
1685	9
1686	9
1687	9
1688	9
1689	9
1690	8
1691	8
1692	8
1693	8
1694	8
1695	7
1696	7
1697	7
1698	7
1699	7
1700	7
1701	7
1702	7
1703	7
1704	7
1705	7
1706	7
1707	7
1708	7
1709	7
1710	6
1711	6
1712	6
1713	6
1714	6
1715	6
1716	6
1717	6
1718	6
1719	6
1720	6
1721	6
1722	6
1723	6
1724	6
1725	6
1726	6
1727	6
1728	6
1729	6
1730	6
1731	6
1732	6
1733	6
1734	6
1735	6
1736	6
1737	5
1738	5
1739	5
1740	5
1741	5
1742	5
1743	5
1744	5
1745	5
1746	5
1747	5
1748	5
1749	4
1750	4
1751	4
1752	4
1753	4
1754	4
1755	4
1756	4
1757	4
1758	4
1759	4
1760	4
1761	4
1762	5
1763	5
1764	5
1765	5
1766	5
1767	5
1768	5
1769	5
1770	5
1771	5
1772	5
1773	5
1774	5
1775	5
1776	5
1777	5
1778	5
1779	5
1780	5
1781	5
1782	5
1783	5
1784	5
1785	5
1786	5
1787	5
1788	5
1789	5
1790	5
1791	6
1792	6
1793	6
1794	6
1795	6
1796	7
1797	7
1798	7
1799	7
1800	7
1801	7
1802	7
1803	7
1804	7
1805	7
1806	7
1807	7
1808	7
1809	7
1810	7
1811	7
1812	7
1813	7
1814	8
1815	8
1816	8
1817	8
1818	8
1819	8
1820	8
1821	8
1822	8
1823	9
1824	9
1825	9
1826	9
1827	9
1828	9
1829	8
1830	8
1831	8
1832	7
1833	7
1834	7
1835	7
1836	7
1837	7
1838	7
1839	7
1840	7
1841	7
1842	7
1843	7
1844	7
1845	7
1846	7
1847	7
1848	7
1849	7
1850	7
1851	7
1852	7
1853	7
1854	7
1855	7
1856	7
1857	7
1858	7
1859	7
1860	7
1861	7
1862	7
1863	7
1864	7
1865	7
1866	7
1867	6
1868	6
1869	6
1870	6
1871	6
1872	6
1873	6
1874	6
1875	6
1876	6
1877	6
1878	6
1879	6
1880	6
1881	6
1882	6
1883	6
1884	7
1885	7
1886	7
1887	7
1888	7
1889	7
1890	7
1891	7
1892	7
1893	7
1894	7
1895	7
1896	7
1897	7
1898	7
1899	7
1900	7
1901	7
1902	7
1903	7
1904	7
1905	7
1906	7
1907	7
1908	7
1909	7
1910	7
1911	7
1912	7
1913	7
1914	7
1915	7
1916	7
1917	7
1918	7
1919	7
1920	7
1921	7
1922	7
1923	8
1924	8
1925	8
1926	8
1927	8
1928	8
1929	8
1930	8
1931	8
1932	8
1933	8
1934	8
1935	8
1936	8
1937	8
1938	8
1939	8
1940	8
1941	8
1942	8
1943	8
1944	8
1945	8
1946	8
1947	8
1948	8
1949	8
1950	8
1951	8
1952	8
1953	8
1954	8
1955	9
1956	9
1957	9
1958	9
1959	9
1960	9
1961	9
1962	9
1963	9
1964	9
1965	9
1966	9
1967	9
1968	9
1969	9
1970	10
1971	10
1972	10
1973	10
1974	10
1975	10
1976	10
1977	10
1978	10
1979	10
1980	10
1981	11
1982	11
1983	11
1984	11
1985	11
1986	11
1987	11
1988	11
1989	11
1990	11
1991	11
1992	11
1993	11
1994	11
1995	11
1996	11
1997	11
1998	11
1999	11
2000	11
2001	11
2002	11
2003	11
2004	11
2005	11
2006	11
2007	11
2008	11
2009	11
2010	11
2011	11
2012	11
2013	11
2014	11
2015	12
2016	12
2017	12
2018	12
2019	12
2020	12
2021	12
2022	12
2023	12
2024	12
2025	12
2026	12
2027	12
2028	12
2029	12
2030	12
2031	12
2032	12
2033	12
2034	12
2035	11
2036	11
2037	11
2038	11
2039	12
2040	12
2041	12
2042	12
2043	12
2044	12
2045	12
2046	12
2047	12
2048	12
2049	12
2050	12
2051	12
2052	12
2053	12
2054	12
2055	12
2056	12
2057	12
2058	12
2059	12
2060	12
2061	12
2062	12
2063	12
2064	12
2065	12
2066	12
2067	12
2068	12
2069	12
2070	12
2071	12
2072	12
2073	12
2074	12
2075	12
2076	12
2077	12
2078	12
2079	12
2080	12
2081	12
2082	11
2083	11
2084	11
2085	11
2086	11
2087	11
2088	11
2089	11
2090	11
2091	10
2092	10
2093	10
2094	10
2095	10
2096	10
2097	10
2098	10
2099	10
2100	10
2101	10
2102	10
2103	10
2104	10
2105	10
2106	10
2107	10
2108	10
2109	10
2110	10
2111	10
2112	10
2113	10
2114	10
2115	10
2116	10
2117	10
2118	10
2119	10
2120	10
2121	10
2122	10
2123	10
2124	10
2125	10
2126	10
2127	10
2128	10
2129	10
2130	10
2131	10
2132	10
2133	10
2134	10
2135	10
2136	10
2137	10
2138	10
2139	10
2140	10
2141	10
2142	10
2143	10
2144	10
2145	10
2146	10
2147	10
2148	10
2149	10
2150	10
2151	10
2152	10
2153	10
2154	10
2155	10
2156	10
2157	10
2158	10
2159	10
2160	11
2161	11
2162	11
2163	11
2164	11
2165	11
2166	11
2167	11
2168	11
2169	11
2170	11
2171	11
2172	11
2173	11
2174	11
2175	11
2176	11
2177	11
2178	11
2179	11
2180	11
2181	11
2182	11
2183	11
2184	11
2185	11
2186	11
2187	11
2188	11
2189	11
2190	11
2191	11
2192	11
2193	11
2194	11
2195	11
2196	11
2197	12
2198	12
2199	12
2200	13
2201	13
2202	13
2203	13
2204	13
2205	13
2206	13
2207	13
2208	13
2209	13
2210	13
2211	13
2212	13
2213	13
2214	13
2215	13
2216	13
2217	13
2218	13
2219	13
2220	13
2221	13
2222	12
2223	12
2224	12
2225	12
2226	12
2227	12
2228	12
2229	12
2230	12
2231	12
2232	12
2233	12
2234	12
2235	12
2236	12
2237	12
2238	12
2239	12
2240	12
2241	12
2242	12
2243	13
2244	13
2245	13
2246	13
2247	13
2248	13
2249	13
2250	13
2251	13
2252	13
2253	13
2254	13
2255	13
2256	13
2257	13
2258	13
2259	13
2260	13
2261	13
2262	13
2263	13
2264	13
2265	13
2266	13
2267	13
2268	13
2269	13
2270	13
2271	13
2272	13
2273	13
2274	13
2275	13
2276	13
2277	13
2278	13
2279	13
2280	13
2281	13
2282	12
2283	12
2284	12
2285	12
2286	12
2287	12
2288	12
2289	12
2290	12
2291	12
2292	12
2293	12
2294	12
2295	12
2296	12
2297	12
2298	12
2299	12
2300	12
2301	12
2302	12
2303	12
2304	12
2305	12
2306	12
2307	12
2308	12
2309	12
2310	12
2311	12
2312	12
2313	12
2314	12
2315	12
2316	12
2317	13
2318	13
2319	13
2320	13
2321	13
2322	13
2323	13
2324	13
2325	13
2326	13
2327	13
2328	13
2329	13
2330	13
2331	13
2332	13
2333	13
2334	13
2335	13
2336	13
2337	13
2338	12
2339	12
2340	12
2341	12
2342	12
2343	12
2344	12
2345	12
2346	12
2347	12
2348	12
2349	12
2350	12
2351	12
2352	12
2353	12
2354	12
2355	12
2356	12
2357	12
2358	12
2359	12
2360	12
2361	12
2362	12
2363	12
2364	12
2365	12
2366	12
2367	12
2368	12
2369	12
2370	12
2371	12
2372	12
2373	12
2374	12
2375	12
2376	12
2377	12
2378	12
2379	12
2380	12
2381	12
2382	12
2383	12
2384	12
2385	12
2386	12
2387	12
2388	12
2389	12
2390	12
2391	12
2392	12
2393	12
2394	12
2395	12
2396	12
2397	12
2398	12
2399	12
2400	12
2401	12
2402	12
2403	12
2404	13
2405	13
2406	13
2407	13
2408	13
2409	13
2410	13
2411	13
2412	13
2413	13
2414	13
2415	13
2416	13
2417	13
2418	13
2419	13
2420	13
2421	13
2422	13
2423	13
2424	13
2425	13
2426	13
2427	13
2428	13
2429	13
2430	13
2431	13
2432	13
2433	13
2434	13
2435	13
2436	13
2437	13
2438	13
2439	13
2440	13
2441	13
2442	13
2443	13
2444	13
2445	13
2446	13
2447	13
2448	13
2449	13
2450	13
2451	13
2452	13
2453	13
2454	13
2455	13
2456	13
2457	13
2458	13
2459	13
2460	13
2461	13
2462	13
2463	13
2464	13
2465	13
2466	13
2467	13
2468	13
2469	13
2470	13
2471	13
2472	13
2473	13
2474	13
2475	13
2476	13
2477	13
2478	13
2479	13
2480	13
2481	13
2482	13
2483	13
2484	13
2485	13
2486	13
2487	13
2488	13
2489	13
2490	13
2491	13
2492	12
2493	12
2494	12
2495	12
2496	12
2497	13
2498	13
2499	14
2500	14
2501	14
2502	14
2503	14
2504	14
2505	14
2506	14
2507	14
2508	13
2509	13
2510	13
2511	13
2512	13
2513	13
2514	13
2515	13
2516	13
2517	13
2518	13
2519	13
2520	13
2521	12
2522	12
2523	12
2524	12
2525	12
2526	12
2527	11
2528	11
2529	10
2530	10
2531	10
2532	10
2533	10
2534	10
2535	9
2536	9
2537	9
2538	9
2539	9
2540	9
2541	9
2542	9
2543	9
2544	9
2545	9
2546	9
2547	9
2548	9
2549	9
2550	9
2551	9
2552	8
2553	8
2554	8
2555	8
2556	8
2557	8
2558	8
2559	7
2560	7
2561	7
2562	7
2563	7
2564	7
2565	7
2566	7
2567	7
2568	7
2569	7
2570	7
2571	7
2572	6
2573	6
2574	6
2575	6
2576	6
2577	6
2578	6
2579	6
2580	6
2581	6
2582	5
2583	5
2584	5
2585	5
2586	5
2587	5
2588	5
2589	5
2590	5
2591	5
2592	5
2593	5
2594	5
2595	5
2596	5
2597	5
2598	5
2599	5
2600	5
2601	5
2602	5
2603	5
2604	5
2605	5
2606	5
2607	5
2608	5
2609	4
2610	4
2611	4
2612	4
2613	4
2614	4
2615	4
2616	4
2617	4
2618	4
2619	4
2620	4
2621	4
2622	4
2623	4
2624	4
2625	4
2626	4
2627	4
2628	4
2629	4
2630	4
2631	3
2632	3
2633	3
2634	3
2635	3
2636	2
2637	1
2638	1
2639	1
2640	1
2641	1
2642	0
2643	0
2644	0
2645	0
2646	0
2647	0
2648	0
2649	-1
2650	-1
2651	-1
2652	-1
2653	-1
2654	-1
2655	-2
2656	-2
2657	-2
2658	-2
2659	-2
2660	-2
2661	-2
2662	-2
2663	-2
2664	-2
2665	-2
2666	-2
2667	-2
2668	-2
2669	-2
2670	-2
2671	-2
2672	-2
2673	-2
2674	-2
2675	-2
2676	-2
2677	-2
2678	-2
2679	-2
2680	-2
2681	-2
2682	-2
2683	-1
2684	-1
2685	-1
2686	-1
2687	-1
2688	-1
2689	-1
2690	-2
2691	-2
2692	-2
2693	-2
2694	-2
2695	-2
2696	-2
2697	-2
2698	-2
2699	-2
2700	-2
2701	-2
2702	-2
2703	-2
2704	-2
2705	-2
2706	-2
2707	-2
2708	-2
2709	-2
2710	-2
2711	-2
2712	-2
2713	-2
2714	-2
2715	-2
2716	-2
2717	-2
2718	-2
2719	-2
2720	-2
2721	-2
2722	-2
2723	-2
2724	-2
2725	-2
2726	-2
2727	-2
2728	-2
2729	-2
2730	-2
2731	-2
2732	-2
2733	-2
2734	-2
2735	-2
2736	-1
2737	-1
2738	-1
2739	-1
2740	-1
2741	-1
2742	-1
2743	-1
2744	-1
2745	-1
2746	-1
2747	-1
2748	-1
2749	-1
2750	-1
2751	-1
2752	-1
2753	-1
2754	-2
2755	-2
2756	-2
2757	-2
2758	-2
2759	-2
2760	-2
2761	-3
2762	-3
2763	-3
2764	-3
2765	-3
2766	-3
2767	-3
2768	-3
2769	-3
2770	-3
2771	-3
2772	-3
2773	-2
2774	-2
2775	-2
2776	-2
2777	-2
2778	-2
2779	-2
2780	-2
2781	-2
2782	-2
2783	-2
2784	-2
2785	-2
2786	-2
2787	-2
2788	-2
2789	-2
2790	-2
2791	-2
2792	-3
2793	-3
2794	-3
2795	-3
2796	-3
2797	-3
2798	-3
2799	-3
2800	-3
2801	-3
2802	-3
2803	-3
2804	-3
2805	-3
2806	-3
2807	-3
2808	-3
2809	-3
2810	-3
2811	-3
2812	-3
2813	-3
2814	-2
2815	-2
2816	-2
2817	-2
2818	-2
2819	-2
2820	-2
2821	-2
2822	-2
2823	-2
2824	-2
2825	-2
2826	-2
2827	-2
2828	-2
2829	-2
2830	-2
2831	-2
2832	-2
2833	-2
2834	-2
2835	-2
2836	-2
2837	-2
2838	-2
2839	-2
2840	-2
2841	-2
2842	-1
2843	-1
2844	-1
2845	-1
2846	-1
2847	0
2848	0
2849	0
2850	0
2851	1
2852	1
2853	1
2854	1
2855	1
2856	1
2857	2
2858	2
2859	2
2860	2
2861	2
2862	2
2863	2
2864	2
2865	2
2866	2
2867	2
2868	2
2869	2
2870	2
2871	3
2872	3
2873	3
2874	3
2875	3
2876	3
2877	3
2878	3
2879	3
2880	3
2881	3
2882	3
2883	3
2884	3
2885	3
2886	3
2887	3
2888	3
2889	3
2890	3
2891	3
2892	3
2893	3
2894	3
2895	3
2896	3
2897	3
2898	3
2899	3
2900	3
2901	3
2902	3
2903	3
2904	3
2905	3
2906	3
2907	3
2908	3
2909	4
2910	4
2911	4
2912	4
2913	4
2914	4
2915	4
2916	4
2917	4
2918	4
2919	4
2920	4
2921	4
2922	4
2923	4
2924	4
2925	4
2926	4
2927	4
2928	4
2929	4
2930	4
2931	4
2932	4
2933	4
2934	4
2935	4
2936	4
2937	4
2938	3
2939	3
2940	3
2941	3
2942	3
2943	3
2944	3
2945	3
2946	3
2947	2
2948	2
2949	1
2950	1
2951	1
2952	1
2953	1
2954	1
